Topics,Alpha,Beta,Coherence
6,0.01,0.41000000000000003,0.3922847203828918
6,0.01,0.51,0.40415517504589465
6,0.01,0.6100000000000001,0.388435937370291
6,0.01,0.7100000000000001,0.4131228278683688
6,0.01,0.81,0.3943728452716575
6,0.01,0.91,0.41658031048694005
6,0.01,symmetric,0.3734772272927163
6,0.11,0.01,0.4001520472247013
6,0.11,0.11,0.37363659621465656
6,0.11,0.21000000000000002,0.37161350938818183
6,0.11,0.31000000000000005,0.3576198381191856
6,0.11,0.41000000000000003,0.38618444407580443
6,0.11,0.51,0.38839865576027877
6,0.11,0.6100000000000001,0.3956057141733346
6,0.11,0.7100000000000001,0.39400914564001494
6,0.11,0.81,0.3740168291397226
6,0.11,0.91,0.41281434920831606
6,0.11,symmetric,0.3424996810936645
6,0.21000000000000002,0.01,0.363596604681874
6,0.21000000000000002,0.11,0.37970660121357375
6,0.21000000000000002,0.21000000000000002,0.34147945183909245
6,0.21000000000000002,0.31000000000000005,0.3687582137468152
6,0.21000000000000002,0.41000000000000003,0.364586336257122
6,0.21000000000000002,0.51,0.372963086476826
6,0.21000000000000002,0.6100000000000001,0.39940531213147595
6,0.21000000000000002,0.7100000000000001,0.39671017412958065
6,0.21000000000000002,0.81,0.3679634275606281
6,0.21000000000000002,0.91,0.3770055708032453
6,0.21000000000000002,symmetric,0.3819317058292661
6,0.31000000000000005,0.01,0.376785741806106
6,0.31000000000000005,0.11,0.339604000428214
6,0.31000000000000005,0.21000000000000002,0.3564435014380008
6,0.31000000000000005,0.31000000000000005,0.3605911536375362
6,0.31000000000000005,0.41000000000000003,0.34368551271527914
6,0.31000000000000005,0.51,0.35499496671723985
6,0.31000000000000005,0.6100000000000001,0.36004054451375195
6,0.31000000000000005,0.7100000000000001,0.3479455048145473
6,0.31000000000000005,0.81,0.37745318295442126
6,0.31000000000000005,0.91,0.39192241446184023
6,0.31000000000000005,symmetric,0.317845671678652
6,0.41000000000000003,0.01,0.36169939131936374
6,0.41000000000000003,0.11,0.3415083814054367
6,0.41000000000000003,0.21000000000000002,0.3664352947112111
6,0.41000000000000003,0.31000000000000005,0.39459390906356256
6,0.41000000000000003,0.41000000000000003,0.3720875428519452
6,0.41000000000000003,0.51,0.36917500358915695
6,0.41000000000000003,0.6100000000000001,0.3704652071250026
6,0.41000000000000003,0.7100000000000001,0.3714907749795999
6,0.41000000000000003,0.81,0.3897284894611137
6,0.41000000000000003,0.91,0.3884147767605704
6,0.41000000000000003,symmetric,0.36645126096728015
6,0.51,0.01,0.37813525448295787
6,0.51,0.11,0.34167672980161184
